Company Name,Company Revenue (in millions),Employee Head Count,Company Industry,Company Specialities,Company Type,Company Location Country Name,Company Location City,Company Location Timezone,AccountID,LeadID
-X-,3800,12000,Food Production,,Public Company,United States,,EST,1000,100000
1st Source Bank,300,1150,Banking,"Retail Banking, Private Banking, Business Banking, Online Banking and Bill Payment Services, Cash Management Services, Trust and Wealth Management, Investments, Financial Planning, Insurance, Specialty Finance, Agricultural Services",Public Company,United States,South Bend,EST,1010,100010
AMETEK,6600,21500,Electrical & Electronic Manufacturing,,Public Company,United States,Berwyn,EST,1020,100020
ARASCO,2200,4300,Food Production,"Animal Feed Manufacturing, Food Manufacturing, Agro Chemicals and Veterinary Medicine trade, Logistics, Corn Products",Privately Held,Saudi Arabia,Riyadh,AST,1030,100030
AVI-SPL,1200,2200,IT Services and IT Consulting,"AV Systems Integration, Video Communications, Video Conferencing, Telepresence, Design/Build, Control Rooms, Security, Digital Signage, Collaboration Solutions, Video, Unified Communications, Onsite Support, AV/IT, Cloud-based services, Managed Services, Audio, Digital solutions, Workplace technology, experience technolgy, audio visual, voice calling, contact centers",Privately Held,United States,Tampa,EST,1040,100040
Abacus Consulting,200,1800,Information Technology & Services,"Strategy Consulting and Research, Enterprise Resource Planning (ERP) Solutions, Business Process Outsourcing , Human Capital Solutions, Human Resource Outsourcing, Public Sector Development, Financial Advisory Services, Customer Experience Management, Cloud Adoption and Excellence, Digital Transformation, Utilities Transformation, Big Data Solutions",Partnership,Pakistan,Lahore,Asia/Karachi,1050,100050
Abiomed,900,1800,Medical Device,"Cardiovascular Medical Device Manufacturer, Cardiac Surgery Medical Device Manufacturer",Public Company,United States,Danvers,EST,1060,100060
Abt Associates,600,1400,Research Services,"research, consulting, technical assistance, data collection, survey research",Privately Held,United States,Rockville,EST,1070,100070
Abt Global,800,3000,Research Services,"research, consulting, technical assistance, data collection, survey research",Privately Held,United States,Rockville,EST,1080,100080
Abu Dhabi National Hotels Compass ME LLC,700,4000,Food & Beverages,"Events, Hospitality, Office Boys, Cleaning, Housekeeping, Catering, Laundry, Pest Control, Healthcare, Education, Oil & Gas, Defense, Support Services, Soft Services, Facilities Management",Partnership,United Arab Emirates,Abu Dhabi,GST,1090,100090
Accion Labs,300,1800,IT Services and IT Consulting,"Cloud, Mobile development, UI/UX design, social media and social commerce, Web 2.0 enablement, Business Intelligence, SaaS, Analytics, Data Warehousing",Privately Held,United States,Bridgeville,EST,1100,100100
Acuity Brands,3300,12000,"Appliances, Electrical, and Electronics Manufacturing","Lighting Fixtures, Lighting Controls, Lighting Solutions, Technology, IoT, Smart Buildings, Internet of Things, Industry Solutions, LED Lighting, Building Automation",Public Company,United States,Atlanta,EST,1110,100110
Address Hotels + Resorts,1200,1500,Hospitality,,Public Company,United Arab Emirates,Dubai,GST,1120,100120
Advanced Bionics,400,1200,Medical Equipment Manufacturing,"Cochlear Implants, Medical Devices, Technology",Public Company,United States,Santa Clarita,EST,1130,100130
Advanced Military Maintenance Repair & Overhaul Center (AMMROC),1000,2200,Airlines and Aviation,,Privately Held,United Arab Emirates,Abu Dhabi,GST,1140,100140
Advocate Condell Medical Center,800,2800,Hospitals and Health Care,,Nonprofit,United States,Libertyville,EST,1150,100150
Advocate Lutheran General Hospital,900,3500,Hospitals and Health Care,,Nonprofit,United States,Park Ridge,EST,1160,100160
Affirm,760,5000,Financial Services,"eCommerce, Payments, Installment Loans, Millennials, Financial Services, Online Payments, Retail, Personal Finance, FinTech, Financial Technology, Financial Management",Public Company,United States,San Francisco,EST,1170,100170
AgileThought,200,2200,IT Services and IT Consulting,"Web & Mobile Application Development, User Interface & Experience Design (UI/UX), SharePoint Solutions, Agile Coaching & Training, Business Intelligence, Cloud Solutions & Managed Services, Application Lifecycle Management; ALM & DevOps, Rapid Prototyping, DevOps, Predictive Analytics, Machine Learning, Cloud, Azure, Agile Transformation, Agile, DevSecOps, Consulting, Automation",Privately Held,United States,Irving,EST,1180,100180
Air Arabia,2300,2000,Airlines and Aviation,,Public Company,United Arab Emirates,Sharjah,GST,1190,100190
Ajman University,150,900,Higher Education,,Educational Institution,United Arab Emirates,Ajman,GST,1200,100200
Al Ahli Bank of Kuwait,900,2000,Banking,"Corporate, Investment, Private, Financing, Retail",Public Company,Kuwait,Safat,AST,1210,100210
Al Ansari Exchange,400,2500,Financial Services,"Foreign Exchange, Remittances, Bill Payments, Wage Disbursal, Credit Card Encashment, Investment & Savings Scheme, Mobile Top Up, Online Remittance",Privately Held,United Arab Emirates,Dubai,GST,1220,100220
Al Ghurair Group,7000,28000,Financial Services,"Manufacturing, Packaging, Real Estate, Metals, Plastics, Shopping Malls, Investments",Privately Held,United Arab Emirates,Dubai,GST,1230,100230
Al Jazeera Media Network,10000,3000,Broadcast Media,"News, Broadcast, Digital, Human Rights",Privately Held,Qatar,Doha,AST,1240,100240
AlMansoori Petroleum Services,500,2200,Oil and Gas,"Colied Tubing & Stimulation, Directional Drilling, Drill Stem Testing, Early Production Facilities, H2S & Safety Services, Inspection (BHA, Coiled Tubing, Lifting Equipment, OCTG, Rigs), Logging & Perforating, Manpower Supply, Oilfield Manufacturing, Representation of Companies, Safety & Technical Training, Slickline, Well Testing, Workover",Privately Held,United Arab Emirates,Abu Dhabi,GST,1250,100250
"Alexion Pharmaceuticals, Inc.",5000,2500,Biotechnology Research,"Biotechnology, Biopharmaceutical, Complement Inhibition, Metabolic Disorders, Neurology, Rare Diseases, Research and Development, hematology, nephrology",Public Company,United States,Boston,EST,1260,100260
Alfanar Projects,1200,3400,Construction,"Building Construction (Industrial & Commercial) Projects, Mechanical, Electrical & Plumbing Projects (MEP), Water Projects, Infrastructure Projects, Renewable Energy Projects, Green Fuels, Green Hydrogen, Smart Grid",Privately Held,Saudi Arabia,Riyadh,AST,1270,100270
Alghanim Industries,6100,14000,Retail,"Engineering, Retail, automotive sales and service, manufacture of insulation, manufacture of PEB, fast moving consumable goods, oil & gas services/products, office automation, insurance, consumer credit, travel, logistics & warehousing, talent development, advertising",Privately Held,Kuwait,Sharq,AST,1280,100280
Ali Abdulwahab Al Mutawa Commercial Co.,800,1400,Retail,"Home & Office Furniture, Kitchen Sets, Home Appliances, Consumer Goods, Pharmaceuticals, Outdoors, Sports & Fashion, Real Estate",Privately Held,Kuwait,Kuwait City,AST,1290,100290
Alliance Data,2200,8000,Financial Services,"Private label credit solutions, digital marketing, cobrand credit solutions, payment technology, payments, finance solutions",Public Company,United States,Columbus,EST,1300,100300
Allied Building Products Corp.,2500,2200,Building Materials,"Building Products, Distribution, Interior Products, Exterior Products, Commercial Roofing, Residential roofing, Siding, Windows, Doors, Gypsum, Acoustical Tile, Insulation, Solar, Waterproofing, Cements & Coatings, Viroc",Public Company,United States,East Rutherford,EST,1310,100310
"Allstate Financial Services, LLC",5000,16000,Financial Services,,Public Company,United States,Lincoln,EST,1320,100320
Almoosa Health Group,800,4200,Hospitals and Health Care,"Neurosurgery, Ophthalmology, Urology, Plastic & Burn Surgery, Vascular Surgery, Physiotherapy, Dermatology, Nursery & Neonatal Intensive Care, Radiology, Pediatrics, Cardiology, Nephrology, Hemodialysis, Vascular Surgery, Dentistry, oncology, orthopedic",Privately Held,Saudi Arabia,Almubrraz,AST,1330,100330
Almosafer,300,1200,Travel Arrangements,"Hotel Bookings, Airline Ticketing, Holiday Packages, Corporate Services",Privately Held,Saudi Arabia,Riyadh,AST,1340,100340
Alnylam Pharmaceuticals,800,1400,Biotechnology Research,"Biotech, Pharmaceuticals, Biopharma, Drug Development, Rare Diseases, RNAi",Public Company,United States,Cambridge,EST,1350,100350
Altimetrik,300,2500,Software Development,"DevOps, Product Engineering, Platform Engineering, Data Engineering, Cloud, Advanced Analytics, Talent Assessment, Talent Transformation, DevSecOps, Digital Lending Platform, Digital Business, Information Engineering, Cybersecurity, Site Reliability, Cloud Engineering, Digital Transformation, Data and Analytics",Privately Held,United States,Southfield,EST,1360,100360
AmeriHealth Caritas,3200,4500,Hospital & Health Care,"Medicaid Managed Care, Behavioral Health Care Services, Medicare Advantage SNP, Pharmacy Benefits Management, Specialty Pharmacy, Long Term Services and Supports",Privately Held,United States,Philadelphia,EST,1370,100370
America's Best Contacts & Eyeglasses,900,2200,Retail,"Primary Eye Care, Eyeglasses, Eye Exams, Contact Lenses, Sunglasses",Privately Held,United States,Lawrenceville,EST,1380,100380
American Chemical Society,1100,1500,Non-profit Organization Management,"non-profit, chemistry, scientific society, publishing",Nonprofit,United States,Washington,EST,1390,100390
American Eagle Airlines,5000,13000,Aviation and Aerospace Component Manufacturing,,Public Company,United States,Irving,EST,1400,100400
American Medical Response,3200,33000,Hospitals and Health Care,"emergency (911) medical transportation, non-emergency medical transportation, air ambulance medical services, event medical services, managed transportation services, paramedic & EMT training, Advanced life support transports, Basic life support transports, Federal disaster response, interfacility transportation",Privately Held,United States,Greenwood Village,EST,1410,100410
American National,1200,3000,Insurance,"Personal Lines Insurance, Life Insurance, Annuities, Property & Casualty, auto insurance",Public Company,United States,Galveston,EST,1420,100420
American Tire Distributors,5000,14000,Automotive,"Tires, Wheels, Supplies",Privately Held,United States,Huntersville,EST,1430,100430
American University,900,2200,Higher Education,"School of International Service, School of Public Affairs, School of Communication, Kogod School of Business, Washington College of Law, College of Arts and Science, School of Professional and Extended Studies",Educational Institution,United States,Washington,EST,1440,100440
American Water,3700,7000,Utilities,"Water, Wastewater",Public Company,United States,Camden,EST,1450,100450
"Amkor Technology, Inc.",5100,29100,Semiconductor Manufacturing,"Semiconductors, IC Test, Wafer Bumping, MEMS & Sensors, Wafer Level Packaging, 3D Packaging, TSV, Flip Chip, Package-on-Package, SiP, Chip-on-Chip, Wafer Test, IC Design, Leadframe, Laminate, WLFO, Semiconductor, CSP, BGA, Power Discretes, dsmbga, advanced packaging, wlcsp, automotive, iot, ai, computing, memory",Public Company,United States,Tempe,EST,1460,100460
Amsted Rail,1200,3000,Railroad Equipment Manufacturing,,Privately Held,United States,Chicago,EST,1470,100470
Anadarko Petroleum Corporation,3300,2600,Oil & Energy,"oil & gas, deepwater, onshore, domestic, international, exploration & production",Public Company,United States,The Woodlands,EST,1480,100480
AngloGold Ashanti,3400,6400,Mining,"Mining, Exploration",Public Company,South Africa,Johannesburg,Africa/Johannesburg,1490,100490
Anixter,8300,9000,Wholesale,"Wire, Cable, Industrial Automation, Video Surveillance, Access Control, Security, Fiber Optic, Data Center, Networking, Infrastructure, Global, Electronic, Supply Chain Services, Electrical, Wireless, Distributed Antenna Systems (DAS), Fire and Life Safety, Audio/Video, Electrical Supplies, Door Locking Hardware, Lighting, MRO",Public Company,United States,Pittsburgh,EST,1500,100500
Ansys,1800,4100,Software Development,"Design Optimization, Finite Element Analysis (FEA, FEM), Computational Fluid Dynamics (CFD), Electromagnetics, Explicit Dynamics, Consulting, Grid Generation, Meshing, Multi-body Dynamics, Multiphysics, FSI, Virtual Prototyping, Structural Analysis, Engineering Simulation",Public Company,United States,Canonsburg,EST,1510,100510
Anthropologie,2000,8000,Retail Apparel and Fashion,,Public Company,United States,Philadelphia,EST,1520,100520
Apache Corporation,3200,3400,Oil and Gas,"natural gas, crude oil, natural gas liquids",Public Company,United States,Houston,EST,1530,100530
Applied Industrial Technologies,3200,6200,Wholesale,"Bearings, Power Transmission, Fluid Power, Industrial Distribution, Industrial Supply, Flow Control, Automation",Public Company,United States,Cleveland,EST,1540,100540
Aptar,2800,13000,Packaging and Containers Manufacturing,,Public Company,United States,Crystal Lake,EST,1550,100550
Aramark Refreshments,3100,18000,Food and Beverage Services,"Breakroom Services, Coffee, Water, Vending",Public Company,United States,Philadelphia,EST,1560,100560
Aramark Uniform Services,3100,18000,Facilities Services,"Apparel, Uniforms, Floor Mats, Towels & Linen Services, Cleanroom Garments, Scrubs, Microfiber Mop Systems",Public Company,United States,Burbank,EST,1570,100570
ArcelorMittal USA,15000,18000,Mining,,Public Company,United States,Cleveland,EST,1580,100580
Arcesium,300,1200,IT Services and IT Consulting,"SaaS, Financial Technology, Treasury, Data Warehousing, Middle-Office Services, Back-Office Services, Reconciliation, Swaps Management, Performance Allocations, Hedge Funds, Private Equity, Financial Services, Institutional Asset Management, Fund Administration, Capital Markets, Asset Servicers, Post-Trade Technology, Data Management, Asset Management, Alternative Asset Management, Prime Brokers, Managed Services, Co-sourcing, Cloud Technology",Privately Held,United States,New York City,EST,1590,100590
Archway Marketing Services,1000,2500,Advertising Services,"fulfillment & distribution, logistics, order & item management, BPO, fulfillment, print management, promotional products, branded merchandise, point of execution compliance, print services",Privately Held,United States,Maple Grove,EST,1600,100600
Aricent,600,10000,Software Development,"Design, Product Engineering",Privately Held,United States,Santa Clara,EST,1610,100610
ArisGlobal,300,1500,Software Development,"Pharmacovigilance, Safety Analytics Solution, Signal Detection & Risk Management, ICSR, Regulatory Information Management, eCTD publishing, Regulatory Analytics, ISO IDMP Solution, Regulatory Submissions Tracking, Clinical Data Management (RTSM | EDC | eCOA), Clinical Operations (Trial Disclosure | SUSAR Reporting | eTMF), CTMS, Site Payments, Medical Affairs Platform, Global Medical Information Management, Medical Content Management, Mobile Adverse Event Reporting, Product Complaint Management, Regulatory Publishing, Document Management, Automation",Privately Held,United States,Waltham,EST,1620,100620
Arizona Public Service - APS,3400,6100,Utilities,,Public Company,United States,Phoenix,EST,1630,100630
Armstrong World Industries,1200,3100,Building Materials,"Commercial Ceilings and Wall Systems, Residential Ceilings",Public Company,United States,Lancaster,EST,1640,100640
Arthrex,2600,1200,Medical Equipment Manufacturing,"Orthopedic Surgical Procedures, Orthopedic Medical Education, Orthopedic Surgical Products, Medical Device Innovation, Medical Device Manufacturing, Arthroscopy & Sports Medicine, Total Joint Arthroplasty, Imaging & Resection, orthopedics, orthopedic medical device, orthobiologics, Vet Systems",Privately Held,United States,Naples,EST,1650,100650
Astound Commerce,200,1200,IT Services and IT Consulting,"Global ecommerce Solutions, ecommerce Pioneers, Digital Strategy, Demandware Premier Partner, Online Sales, Client Online Experience Perfection, Engeneering Talant, Top ecommerce Platforms, ecommerce Delivery, Rapid Launch, ecommerce Operations Support, ux design, UI Optimization, Digital Marketing, Salesforce Commerce Cloud, Magento, Demandware, ecommerce, digital commerce",Privately Held,United States,New York,EST,1660,100660
Astound Digital,300,1800,IT Services and IT Consulting,"Global ecommerce Solutions, ecommerce Pioneers, Digital Strategy, Demandware Premier Partner, Online Sales, Client Online Experience Perfection, Engeneering Talant, Top ecommerce Platforms, ecommerce Delivery, Rapid Launch, ecommerce Operations Support, ux design, UI Optimization, Digital Marketing, Salesforce Commerce Cloud, Magento, Demandware, ecommerce, digital commerce",Privately Held,United States,New York,EST,1670,100670
AtlantiCare,1200,5800,Hospitals and Health Care,"Cardiac Care, Bariatric Surgery, Cancer Care, Women's Health & Wellness",Nonprofit,United States,Atlantic City,EST,1680,100680
Atmel Corporation,900,5200,Semiconductor Manufacturing,"Microcontroller Solutions (8- and 32--bit), Automotive Solutions, Touch Technology Solutions, Embedded Software - Studio 6, Wireless Solutions, Internet of Things Solutions",Public Company,United States,San Jose,EST,1690,100690
Augusta Health,800,4500,Hospitals and Health Care,"Cardiology, Oncology, Joint Replacement and Rehabilitation, Hospice and Home Health, Urgent Care, Obstetrics & Gynecology",Nonprofit,United States,Fishersville,EST,1700,100700
Automation Anywhere,290,2200,Computer Software,"Robotic Process Automation, Automation Software, RPA, Intelligent Automation, Hyperautomation, BPO, AI, ML, Shared Services, SAP, Artificial Intelligence, OCR, Process Automation, Document Processing, Automation",Privately Held,United States,San Jose,EST,1710,100710
Autotrader US,1500,4000,Marketing & Advertising,"advertising vehicles, research vehicles, Merchandising",Privately Held,United States,Atlanta,EST,1720,100720
Avanos Medical,700,600,Medical Device,"Non-Opioid Pain Management Solutions, Digestive Health Solutions, Respiratory Health Solutions, medical equipment manufacturing",Public Company,United States,Alpharetta,EST,1730,100730
Avantor,6200,12500,Biotechnology Research,"Life Science, Advanced Materials, Pharmaceutical Chemicals, Biopharmaceutical Chemicals, BioMaterials, Drug Delivery, Academic Research Chemicals, Laboratory Research Chemicals, Diagnostic Solutions, Environmental Testing Chemicals, Semiconductor Manufacturing Materials, Space-grade Silicones, advanced technology, Biopharma, Healthcare, Education, Government, Applied materials, Services",Public Company,United States,Radnor Township,EST,1740,100740
Aviation Institute of Maintenance,300,500,Education Administration Programs,"FAA Approved Airframe and Powerplant School, Aviation Maintenance Technical Engineer (AMTE), Aviation Maintenance Technician (AMT), Avionics Technician, Advanced Structures Technician, Combination Welding, Helicopter Maintenance, Unmanned Aircraft Systems, Human Factors, Aviation Careers, Federal Aviation Maintenance Certificate, Airman Knowledge Testing Center",Educational Institution,United States,Virginia Beach,EST,1750,100750
Avnet,19800,15400,IT Services and IT Consulting,"electronic components, embedded solutions, design chain services, supply chain services, IoT",Public Company,United States,Phoenix,EST,1760,100760
BAE Systems Saudi Arabia,2200,2500,Defense and Space Manufacturing,"Combat Systems, Information Technology, Transformational Communications, Cyber and Intelligence, Aircraft manufacture, Engineering",Public Company,Saudi Arabia,Riyadh,AST,1770,100770
BDI,700,2200,Wholesale,"bearings, power transmission, fluid power, linear motion, safety supplies, general industrial, electrical",Privately Held,United States,Cleveland,EST,1780,100780
BEEAH Group,600,1200,Environmental Services,"Air Quality Monitoring and management, Environmental Education, CSR initiatives, energy, Sustainable transportation, waste management, environmental consultancy services, waste to energy, water quality, recycling, Digitalization, Sustainability , Renewable Energy",Partnership,United Arab Emirates,Sharjah,GST,1790,100790
BJC HealthCare,5200,31000,Hospitals and Health Care,"Healthcare, medical, inpatient care, primary care, community health and wellness, workplace health, home health, community mental health, rehabilitation, long-term care, hospice, outpatient care",Nonprofit,United States,St. Louis,EST,1800,100800
BMC - Building Materials and Construction Solutions,9000,9500,Wholesale Building Materials,"Construction, Lumber, Building Materials, Millwork, windows, doors",Public Company,United States,Raleigh,EST,1810,100810
BOK Financial,1700,4900,Financial Services,"Personal Services, Business Services, Wealth Management, Mortgage, Consumer Banking, Commercial Banking, Private Banking, Treasury Services, Checking, Digital Banking, Home Loans, Savings, Financial Planning, Investment Services, Insurance Services, Investment Management, Trust Services, Commercial Real Estate, Healthcare Financial Services, Energy Financial Services",Public Company,United States,Tulsa,EST,1820,100820
BORN,600,1800,IT Services and IT Consulting,"ecommerce, digital, creative, cms, technology, web, fashion, retail, consulting, integrations, content, omnichannel, conversions, analytics, b2b, b2c, b2b2c, cpg, SAP, Salesforce, Magento, Drupal, Project Management, Software implementations , Digital Transformation , PIM/DAM, CRM, CDP, ERP, design, OMS, Adobe",Public Company,United States,New York,EST,1830,100830
"BWX Technologies, Inc.",1800,5200,Defense and Space Manufacturing,"Nuclear Energy, Aerospace and Defense, Manufacturing, Engineering",Public Company,United States,Lynchburg,EST,1840,100840
Bahri,1200,800,Truck Transportation,"Oil Transportation, Chemicals Transportation, General Cargo Transportation, Dry Bulk Transportation, Ship Management, Gas & Marine Services, Logistics Services",Public Company,Saudi Arabia,Riyadh,AST,1850,100850
"Baker Concrete Construction, Inc.",1500,9000,Construction,"Concrete Construction Contractor, Nuclear, Energy, Petro-Chemical, Heavy Industrial",Privately Held,United States,Monroe,EST,1860,100860
Baker Construction,1100,3200,Construction,"Concrete Construction Contractor, Nuclear, Energy, Petro-Chemical, Heavy Industrial, Commercial Construction, Retail Construction, Stadium Construction, Civil Construction, Industrial Construction, Structural Construction, Distribution Construction, Restoration, Multi-Use Structures",Privately Held,United States,Monroe,EST,1870,100870
Ball Aerospace,2200,4700,Defense and Space Manufacturing,"Aerospace, Defense",Public Company,United States,Broomfield,EST,1880,100880
Ball Corporation,11500,18300,Packaging and Containers Manufacturing,"Beverage Cans & Bottles, Aerosol Cans, Paint & General Line Cans, Specialty Tins, Aerospace",Public Company,United States,Westminster,EST,1890,100890
Bally's Interactive,650,2200,Gambling & Casinos,,Public Company,United States,Providence,EST,1900,100900
BancorpSouth,800,4300,Banking,"Financial Services, Banking, Mortgage, Trust & Asset Management, Investment Services, Insurance Services",Public Company,United States,Tupelo,EST,1910,100910
Barton Malow,1400,2000,Construction,"construction management, design-build, program management, general contracting, technology, building information modeling, equipment installation, rigging",Privately Held,United States,Southfield,EST,1920,100920
Batesville,1500,3200,Manufacturing,"Manufacturing, Customer Service, Logistics, Technology",Public Company,United States,Batesville,EST,1930,100930
Battelle,5000,22000,Research Services,"Consumer & Industrial, Energy & Environment, Health & Analytics, Lab Management, National Security, STEM Education, Pharmaceutical & Medical Devices, Infrastructure & Homeland Security",Nonprofit,United States,Columbus,EST,1940,100940
Bausch + Lomb,4200,12000,Pharmaceuticals,"Eye health, ophthalmic pharmaceuticals, ophthalmic surgical products, contact lens and lens care products",Public Company,United States,Bridgewater,EST,1950,100950
Beacon Building Products,1100,2200,Building Materials,"Siding, Gutters, Insulation, Weatherproofing, Tools & Equipment, TRI-BUILT, Solar, Commercial Roofing, Residential Roofing, Skylights, Windows",Public Company,United States,Herndon,EST,1960,100960
Beam Suntory,3100,4500,Beverage Manufacturing,,Privately Held,United States,New York,EST,1970,100970
Bechtel National Inc,7000,19000,Construction,,Privately Held,United States,Chicago,EST,1980,100980
"Bechtel Oil, Gas, & Chemicals",9500,58000,Oil and Gas,,Public Company,United States,Houston,CST,1990,100990
Bechtel Power,12000,53000,Construction,,Privately Held,United States,Reston,EST,2000,101000
Belden Inc.,2200,8000,Manufacturing,"Broadband Solutions, Industrial Automation Solutions, Smart Buildings Solutions, Network Infrastructure, Digitization Solutions, Cybersecurity, Telecommunications, Data Centers, In-building Wireless & 5G Solutions, Industry 4.0, Industrial Edge Computing, Digital Transformation, Network Management, Cable and Connectivity Solutions, Broadcast Solutions, Fiber Connectivity, DOCSIS 4.0, Fixed Wireless Access, Managed Wi-Fi Solutions, Fiber-to-the-Home",Public Company,United States,St. Louis,EST,2010,101010
Belkin,700,1500,Consumer Electronics,"Speakers & Headphones, Chargers & Surge Protectors, MagSafe & Magnetic Accessories, Screen Protectors, Cables, Adapters, KVM and Cybersecurity Solutions, Docks and Hubs, Smart Home, Smart Water Sensors",Privately Held,United States,El Segundo,EST,2020,101020
Benjamin Moore,1650,2875,Consumer Goods,,Privately Held,United States,Montvale,EST,2030,101030
Bentley Systems,3200,3500,Computer Software,"Computer aided design and engineering software development, CAD, engineering, Infrastructure, ProjectWise, Software, Modeling design, MicroStation, software development, Rail, Road, Microstation, BIM, iTwin Platform, AssetWise",Public Company,United States,Exton,EST,2040,101040
Biomet,3000,12000,Medical Equipment Manufacturing,"Hip- and Knee Implants, Extremities, Shoulder and Wrist Implants, Spine, Biologics, Trauma, Sports Medicine, Bone Cement & Cementing Systems",Privately Held,United States,Warsaw,EST,2050,101050
BlueTriton Brands,1200,2700,Food & Beverages,"Healthy Hydration, Water, Beverages, Refreshments, Consumer goods",Privately Held,United States,Stamford,EST,2060,101060
Boardriders,1200,5000,Apparel & Fashion,,Privately Held,United States,Huntington Beach,EST,2070,101070
Bob's Discount Furniture,1200,5700,Furniture,"Furniture, Bedding, Mattresses, Furnishings, Accesories, Retail, Consumer Products, Sofa, Couch, Advertising, Merchandising, Real Estate, Finance, Accounting, Information Technology, ecomerce, advertising, media, logistics, supply chain, warhousing",Privately Held,United States,Manchester,EST,2080,101080
Border States,2200,2500,Wholesale,"Supply Chain Solutions, inventory management, logistics, cost savings, application of technology, innovation, product application expertise, automation",Privately Held,United States,Fargo,EST,2090,101090
"Brasfield & Gorrie, LLC",5000,3200,Construction,"Design-Build, Construction Management, General Contracting, Self-Perform, Lean Construction, Virtual Design and Construction, Design-Build",Privately Held,United States,Birmingham,EST,2100,101100
Breakthru Beverage Group,5000,7000,Wholesale,"Sales & Marketing, Alcohol Beverage, Operations, Logistics",Privately Held,United States,Cicero,EST,2110,101110
Briggs & Stratton,500,3600,Consumer Goods,"Air Cooled Gasoline Engines, Pressure Washers, Portable Generators, Standby Generators, Energy Storage Systems, Push Lawn Mowers, Zero Turn Riding Mowers, Riding Lawn Mowers, Garden Tractors, Job Site Equipment, Snow Throwers, Commercial Turf Equipment, Lithium-Ion Batteries",Privately Held,United States,Milwaukee,EST,2120,101120
Brighthouse Financial,2000,1200,Insurance,Annuities & Life Insurance,Public Company,United States,Charlotte,EST,2130,101130
Brookshire Grocery Company,3200,37000,Retail,"Customer Service, Clean Stores, Quality Food, Competitive Prices, Chef Prepared, Produce, Bakery, Deli , Market",Privately Held,United States,Tyler,EST,2140,101140
Bruker,2200,7000,Biotechnology Research,"Life Sciences, Pharmaceutical, Chemical, Material Science, Clinical research, Food & Agriculture, Surface Measurement, Environmental, Quality & Process Control, Microbiology, Preclinical Imaging, Homeland Security, Mass Spectrometry, Magnetic Resonance, NMR Spectroscopy, Infrared Spectroscopy, Raman Spectroscopy, Elemental Analysis, X-ray Diffraction, Surface Analysis, Microtomography, Surface Plasmon Resonance",Public Company,United States,Billerica,EST,2150,101150
Buckman,700,1200,Chemical Manufacturing,"Pulp and paper, Tissue, Leather processing, Water treatment, Performance chemicals (formulator), Packaging, Biofuels, Oil & Gas, Power & Utilities, Sugar & Ethanol, Metalworking, Coatings & Plastics, Toll Manufacturing, Recreational Water, Wood Treatment",Privately Held,United States,Memphis,EST,2160,101160
Builders FirstSource,8700,15000,Building Materials,"Lumber, Manufactured Components, READY-FRAME, Moulding & Millwork, Doors, Windows, Decking, Siding, Truss & EWP Design, Pro Remodel Services, House Rendering Services, Estimating, Drafting",Public Company,United States,Irving,EST,2170,101170
Builders FirstSource/Probuild,9000,15000,Wholesale Building Materials,,Public Company,United States,Dallas,EST,2180,101180
Bupa Arabia,3200,3000,Insurance,Health Insurance,Public Company,Saudi Arabia,Jeddah,AST,2190,101190
C&J Energy Services,1200,3400,Oil and Gas,"Hydraulic Fracturing, Pumpdown, Coiled Tubing, Cased-Hole Wireline, Directional Drilling, Well Completions, Cementing, Well Services, Rig Services, Fluids Management",Public Company,United States,Houston,EST,2200,101200
CBS Studios,2400,3000,Entertainment Providers,,Public Company,United States,Los Angeles,EST,2210,101210
CDK Global,2000,9000,Software Development,"CRM, Digital Retail, Fixed Operations, Embedded Insurance, IT Solutions, Data & Intelligence, Dealer Management Systems",Privately Held,United States,Austin,EST,2220,101220
CHS Inc.,32000,11000,Food and Beverage Manufacturing,"agriculture, grain, energy, crop nutrients, food and food ingredients, renewable energy, business services, transportation, retail farm supply, hedging, crop protection, refined fuels",Public Company,United States,Minnesota,EST,2230,101230
CMC,1200,5000,Construction,"Metals, Recycling, Fabrication, Distribution",Public Company,United States,Irving,EST,2240,101240
COMBINED GROUP CONTRACTING COMPANY (KSC),1300,8000,Construction,"Buildings Construction, Roads & Bridges Construction, Oil & Gas, Power Plants & Substations",Public Company,Kuwait,"Al Ardiya Industrial Area, Farwaniya City",AST,2250,101250
CSM Bakery Supplies Europe is now CSM Bakery Solutions,1500,1200,Food and Beverage Manufacturing,Bakery products and ingredients,Privately Held,United States,Georgia,EST,2260,101260
CTS Corporation,1200,4500,Manufacturing,"Sensors and Components Segment, ceramic products, electronic components, medical, automotive, controls, sensors, switches, pedals, piezoelectric, rf, thermal, actuators, resistors, industrial, 5G, IoT, transportation, telecom, defense, military",Public Company,United States,Lisle,EST,2270,101270
CalPortland,900,3000,Wholesale Building Materials,"Cement Manufacturing and Distribution, Ready Mixed Concrete Production, Aggregate Production, Asphalt Production and Construction Services",Privately Held,United States,Glendora,EST,2280,101280
"California State University, Fullerton",1500,4000,Higher Education,"Higher Education, Undergraduate degrees, Graduate degrees",Educational Institution,United States,Fullerton,EST,2290,101290
Callaway Golf,3000,6400,Retail,"Sporting Goods, Golf, Equipment, Apparel, Accessories, Shoes, Golf Balls, Golf Clubs",Public Company,United States,Carlsbad,EST,2300,101300
